7536,1964,15072,158,957,3402,0
7424,1660,15472,-13,1259,4022,0
7224,1460,15516,-190,1076,4240,0
7184,1204,15204,-68,1245,4074,0
7148,1152,15224,156,1729,3778,0
6876,1200,15224,324,1975,3639,0
6996,1240,14956,503,1925,3642,0
6876,1312,15308,420,1840,3901,0
6484,1200,15340,345,1384,4059,0
6528,1328,15408,222,1022,4122,0
6608,1128,15288,212,743,3945,0
6768,968,15264,174,582,3782,0
6856,952,15216,332,706,3809,0
6664,920,15380,357,720,3591,0
6776,948,15256,331,682,3302,0
6988,948,15380,263,651,3350,0
7260,828,15332,253,746,3892,0
7432,808,14964,624,925,4962,0
7732,884,15008,927,1087,6556,0
7880,960,14860,1344,1787,8690,0
7156,748,15140,1802,2576,10694,0
6336,580,15448,2119,2503,11923,0
5796,116,15812,1991,1903,11691,0
5828,-132,16192,1633,1248,10678,0
5740,-496,16008,1375,964,9238,0
5640,-600,15872,1299,689,7559,0
5584,-580,15884,1213,456,5436,0
5688,-416,15440,1078,500,3553,0
5728,-344,15596,639,566,1918,0
6232,48,15644,31,960,807,0
6460,116,15660,-412,1275,1073,0
6640,112,15652,-799,1337,2163,0
6828,-88,15408,-696,1527,3833,0
6644,-344,15640,-320,1604,5798,0
6396,-984,15524,215,1459,7102,0
6100,-1088,15420,1226,1218,8304,0
6232,-844,15200,2193,858,9576,0
5956,-904,15612,2330,752,9751,0
5716,-1008,15840,2154,413,8914,0
5652,-952,15796,2023,171,7788,0
5564,-860,16116,1566,71,5939,0
5528,-632,16324,747,-431,3598,0
5944,-488,15796,-311,-1105,1134,0
6288,-416,15008,-1412,-1246,-1612,0
7040,-228,14840,-2212,-1358,-4483,0
7808,-160,14136,-2695,-932,-6705,0
8876,-64,13884,-2606,151,-7557,0
9716,216,14032,-2319,1639,-6741,0
9600,192,14340,-1501,3293,-4817,0
8296,252,12136,325,3735,-2058,0
8860,1436,16812,1429,1515,1114,0
8516,1436,15480,1694,4340,3088,0
7400,1076,17948,-125,5656,4178,0
5464,336,16792,-1254,5764,4203,0
5000,-152,15528,-853,4200,4839,0
5932,-156,16032,-417,2186,7409,0
6712,-1096,16228,-1832,910,11350,0
6412,-2700,13960,-1874,1872,14430,0
5360,-2796,14108,415,5148,16421,0
3560,-2556,14676,1787,6902,17455,0
2080,-3048,16936,1396,6557,17333,0
924,-4012,17048,373,5594,15741,0
700,-4068,16388,552,4067,13019,0
996,-3560,14744,1685,4056,10646,0
12760,1324,14576,1991,24304,16700,0
-3640,-1948,11832,4813,27821,17336,0
-7484,-1292,18280,6331,24869,16426,0
-10548,-2352,15764,9184,19017,12886,0
-11856,-2028,19860,9605,9621,7113,0
-9984,-892,20688,6432,1482,1566,0
-8068,-1472,18868,3882,-3447,-3003,0
-5656,-1308,15588,4371,-5734,-7107,0
-1764,1800,17056,3467,-4721,-7238,0
-1388,2924,14192,2759,-1975,-5467,0
-3992,900,15456,1519,-3043,-4537,0
-2888,260,16848,961,-4298,-3349,0
7436,6248,23024,-972,-4933,3628,0
7988,4132,16132,-4323,3821,13229,0
3892,1304,18860,-7470,9448,15565,0
-1772,-2164,19872,-8574,11455,12980,0
-6080,-4284,18672,-7490,8642,7789,0
-7560,-4352,18420,-4392,3843,2812,0
-3872,-2264,18748,-1441,215,1554,0
-220,-240,15368,-485,1061,5179,0
-3668,-604,14952,-1874,2887,9029,0
-7292,-2156,15064,-2976,2954,8144,0
-6772,-2180,14392,-2563,2462,4777,0
-7324,-3420,15788,-1583,1831,1279,0
-6196,-4216,14888,-379,873,-3646,0
-3988,-4216,16300,93,2914,-7499,0
-3724,-4164,17212,525,4808,-10336,0
-4504,-3648,13284,1651,5445,-13226,0
-4100,-3488,9044,2565,5513,-15058,0
-3104,-3468,15800,2929,7448,-14526,0
-3852,-2128,15348,3646,9077,-13023,0
-2556,944,15108,3987,10400,-6545,0
-2672,1904,14276,5205,12713,3816,0
-5020,1716,13728,8160,13358,12275,0
-8128,1028,11576,9347,12276,13221,0
-9080,-44,11532,9824,11709,7923,0
-5948,884,10296,9076,10714,3587,0
-4064,1100,10372,8498,13798,1703,0
-6004,1000,11808,8556,18103,-1692,0
-11272,1600,14892,8183,18483,-6900,0
-27748,3584,17972,7925,10625,-16399,0
-18284,7792,15536,4866,-1736,-25850,0
-16400,8028,16856,-919,-5811,-27135,0
